word,care_hlcts,fairness_hlcts,loyalty_hlcts,authority_hlcts,sanctity_hlcts,total_seen,seen_care,seen_fairness,seen_loyalty,seen_authority,seen_sanctity,care_pos,care_neg,care_neu,care_sent,fairness_pos,fairness_neg,fairness_neu,fairness_sent,loyalty_pos,loyalty_neg,loyalty_neu,loyalty_sent,authority_pos,authority_neg,authority_neu,authority_sent,sanctity_pos,sanctity_neg,sanctity_neu,sanctity_sent,avg_pos,avg_neg,avg_neu,sum_hl,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,ind_vader,ind_comp,tag,care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,foundation
cut,40,21,18,23,13,707,162,119,148,170,108,0.061275,0.415475,0.523275,-0.324675,0.137619048,0.348666667,0.513714286,-0.147852381,0.179888889,0.398555556,0.421555556,-0.173861111,0.088,0.411565217,0.500347826,-0.302678261,0.088384615,0.474846154,0.436769231,-0.445869231,0,0,0,115,0.24691358,0.176470588,0.121621622,0.135294118,0.12037037,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",-0.2732,v,0,0,0,0,0,0.24691358,0.176470588,0.121621622,0.135294118,0.12037037,care.vice
supporters,33,17,55,55,14,1183,213,248,285,231,206,0.412787879,0.224666667,0.362636364,0.213551515,0.469823529,0.209176471,0.320941176,0.322029412,0.505436364,0.086709091,0.407836364,0.510676364,0.4704,0.144636364,0.384981818,0.356047273,0.429928571,0.141142857,0.428857143,0.297664286,0,0,0,174,0.154929577,0.068548387,0.192982456,0.238095238,0.067961165,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,n,0.154929577,0.068548387,0.192982456,0.238095238,0.067961165,0,0,0,0,0,authority.virtue
gains,9,12,3,1,1,252,70,77,37,28,40,0.383333333,0.128888889,0.487777778,0.219588889,0.343916667,0.030083333,0.626,0.379483333,0.329333333,0.265,0.406,-0.098133333,0.151,0.346,0.503,-0.4767,0.194,0,0.806,0.34,0,0,0,26,0.128571429,0.155844156,0.081081081,0.035714286,0.025,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",0.34,n,0.128571429,0.155844156,0.081081081,0.035714286,0.025,0,0,0,0,0,fairness.virtue
destroy,19,4,8,11,14,273,55,46,62,58,52,0.051947368,0.457052632,0.491,-0.533557895,0,0.43025,0.56975,-0.6152,0.119625,0.474625,0.405875,-0.499125,0.013636364,0.514727273,0.471636364,-0.612363636,0,0.579857143,0.420142857,-0.682092857,0,0,0,56,0.345454545,0.086956522,0.129032258,0.189655172,0.269230769,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,v,0,0,0,0,0,0.345454545,0.086956522,0.129032258,0.189655172,0.269230769,care.vice
distrust,1,2,5,6,5,106,20,20,21,32,13,0,0.724,0.276,-0.9201,0,0.4195,0.5805,-0.5966,0.2568,0.3282,0.4148,0.02948,0.151333333,0.422,0.4265,-0.428133333,0.0898,0.414,0.4962,-0.32176,0,0,0,19,0.05,0.1,0.238095238,0.1875,0.384615385,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,n,0,0,0,0,0,0.05,0.1,0.238095238,0.1875,0.384615385,sanctity.vice
charges,17,31,10,14,17,740,139,145,140,159,157,0.060705882,0.639294118,0.3,-0.714694118,0.047064516,0.549935484,0.402967742,-0.537067742,0.0916,0.53,0.3785,-0.56897,0.143785714,0.438714286,0.417428571,-0.332842857,0.104117647,0.530352941,0.365470588,-0.5345,0,0,0,89,0.122302158,0.213793103,0.071428571,0.088050314,0.108280255,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",-0.2732,n,0,0,0,0,0,0.122302158,0.213793103,0.071428571,0.088050314,0.108280255,fairness.vice
engagement,1,7,2,2,4,157,22,37,31,35,32,0.169,0.326,0.506,-0.4215,0.428857143,0.169428571,0.401571429,0.4361,0.544,0,0.456,0.5748,0.362,0.216,0.422,0.2664,0.5695,0.0605,0.37,0.6697,0,0,0,16,0.045454545,0.189189189,0.064516129,0.057142857,0.125,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,n,0.045454545,0.189189189,0.064516129,0.057142857,0.125,0,0,0,0,0,fairness.virtue
accident,6,1,0,0,0,105,35,16,13,21,21,0,0.718666667,0.281333333,-0.803583333,0,0.652,0.348,-0.7579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.171428571,0.0625,0,0,0,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,n,0,0,0,0,0,0.171428571,0.0625,0,0,0,care.vice
cruel,14,9,4,1,6,110,23,23,20,17,27,0.013714286,0.742785714,0.243428571,-0.861457143,0.016444444,0.780222222,0.203333333,-0.862911111,0.02225,0.80575,0.17175,-0.879525,0,0.939,0.061,-0.9382,0,0.768666667,0.231333333,-0.912466667,0,0,0,34,0.608695652,0.391304348,0.2,0.058823529,0.222222222,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5859}",-0.5859,a,0,0,0,0,0,0.608695652,0.391304348,0.2,0.058823529,0.222222222,care.vice
falling,6,0,3,1,4,144,28,30,30,32,24,0.163,0.4005,0.436333333,-0.085166667,0,0,0,0,0.159666667,0.390333333,0.45,-0.339033333,0,0.286,0.714,-0.1531,0,0.30425,0.69575,-0.345975,0,0,0,14,0.214285714,0,0.1,0.03125,0.166666667,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",-0.1531,v,0,0,0,0,0,0.214285714,0,0.1,0.03125,0.166666667,care.vice
promising,6,3,10,13,4,240,56,51,45,42,46,0.440833333,0.131,0.428166667,0.32415,0.268,0.438666667,0.293333333,-0.431733333,0.487,0.1759,0.337,0.33815,0.440076923,0.069384615,0.490538462,0.428338462,0.507,0.09725,0.3955,0.42115,0,0,0,36,0.107142857,0.058823529,0.222222222,0.30952381,0.086956522,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,a,0.107142857,0.058823529,0.222222222,0.30952381,0.086956522,0,0,0,0,0,authority.virtue
hacked,19,18,13,8,12,263,58,65,52,42,46,0.064263158,0.427052632,0.508736842,-0.321915789,0.045944444,0.488222222,0.465833333,-0.437627778,0.181461538,0.413692308,0.404923077,-0.114846154,0.081625,0.468125,0.45025,-0.37255,0.086583333,0.465666667,0.447833333,-0.442616667,0,0,0,70,0.327586207,0.276923077,0.25,0.19047619,0.260869565,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,v,0,0,0,0,0,0.327586207,0.276923077,0.25,0.19047619,0.260869565,care.vice
stronghold,3,3,3,7,2,219,40,43,56,36,44,0.24,0.394333333,0.365666667,-0.260966667,0.161333333,0.401,0.437333333,-0.577166667,0.194,0.187666667,0.618333333,-0.2533,0.184142857,0.141714286,0.674142857,-0.161971429,0.177,0.2335,0.5895,-0.18295,0,0,0,18,0.075,0.069767442,0.053571429,0.194444444,0.045454545,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.128}",0.128,n,0.075,0.069767442,0.053571429,0.194444444,0.045454545,0,0,0,0,0,authority.virtue
racism,14,10,13,5,25,334,75,60,60,66,73,0.093142857,0.561857143,0.345071429,-0.671371429,0.0832,0.5191,0.3977,-0.63263,0.083076923,0.573846154,0.343153846,-0.727661538,0.0256,0.5892,0.3852,-0.83904,0.05304,0.57008,0.37688,-0.729688,0,0,0,67,0.186666667,0.166666667,0.216666667,0.075757576,0.342465753,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6249}",-0.6249,n,0,0,0,0,0,0.186666667,0.166666667,0.216666667,0.075757576,0.342465753,sanctity.vice
pardon,5,5,4,5,3,103,19,24,20,20,20,0.2376,0.3366,0.4262,-0.2929,0.3608,0.0464,0.5928,0.35498,0.25575,0.30325,0.44125,-0.19105,0.3662,0.18,0.4538,0.08644,0.363,0,0.637,0.3182,0,0,0,22,0.263157895,0.208333333,0.2,0.25,0.15,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,n,0.263157895,0.208333333,0.2,0.25,0.15,0,0,0,0,0,care.virtue
praised,7,2,12,6,4,238,48,37,61,43,49,0.461714286,0.135,0.403285714,0.386857143,0.727,0,0.273,0.5654,0.64125,0.088166667,0.270666667,0.554116667,0.5305,0.0565,0.413,0.477033333,0.52925,0.051,0.41975,0.543025,0,0,0,31,0.145833333,0.054054054,0.196721311,0.139534884,0.081632653,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,v,0.145833333,0.054054054,0.196721311,0.139534884,0.081632653,0,0,0,0,0,loyalty.virtue
intense,6,4,4,5,1,204,42,47,40,48,27,0.186833333,0.163166667,0.650166667,-0.134566667,0.26325,0.3525,0.3845,-0.316425,0.319,0.332,0.3495,-0.078075,0.2258,0.3002,0.4736,-0.33992,0.298,0,0.702,0.34,0,0,0,20,0.142857143,0.085106383,0.1,0.104166667,0.037037037,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}",0.0772,a,0.142857143,0.085106383,0.1,0.104166667,0.037037037,0,0,0,0,0,care.virtue
hates,6,1,2,2,5,72,17,12,16,14,13,0.196666667,0.512,0.291166667,-0.298216667,0.36,0.261,0.379,0.2732,0.064,0.5535,0.382,-0.6027,0,0.537,0.463,-0.7003,0,0.5446,0.4554,-0.61668,0,0,0,16,0.352941176,0.083333333,0.125,0.142857143,0.384615385,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",-0.4404,v,0,0,0,0,0,0.352941176,0.083333333,0.125,0.142857143,0.384615385,sanctity.vice
leave,32,43,39,42,17,1252,264,251,250,272,216,0.0831875,0.3130625,0.60375,-0.125425,0.142348837,0.312488372,0.545116279,-0.061781395,0.126641026,0.33025641,0.543179487,-0.097984615,0.139904762,0.27302381,0.587071429,-0.013890476,0.116,0.292588235,0.591352941,-0.098670588,0,0,0,173,0.121212121,0.171314741,0.156,0.154411765,0.078703704,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0516}",-0.0516,v,0,0,0,0,0,0.121212121,0.171314741,0.156,0.154411765,0.078703704,fairness.vice
destroyed,23,9,8,11,11,378,76,75,76,91,60,0.049695652,0.522043478,0.428304348,-0.590334783,0.079888889,0.561666667,0.358444444,-0.573755556,0.029375,0.538125,0.4325,-0.5982875,0.134363636,0.493818182,0.371818182,-0.346409091,0.055636364,0.591272727,0.353181818,-0.639336364,0,0,0,62,0.302631579,0.12,0.105263158,0.120879121,0.183333333,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,v,0,0,0,0,0,0.302631579,0.12,0.105263158,0.120879121,0.183333333,care.vice
active,5,10,5,6,5,334,60,81,68,79,47,0.3924,0.2248,0.3826,0.09098,0.3586,0.1438,0.4974,0.24078,0.5498,0,0.4502,0.50934,0.309666667,0.178333333,0.512,0.231566667,0.4902,0,0.5098,0.56088,0,0,0,31,0.083333333,0.12345679,0.073529412,0.075949367,0.106382979,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,a,0.083333333,0.12345679,0.073529412,0.075949367,0.106382979,0,0,0,0,0,fairness.virtue
celebrated,5,2,4,6,0,139,28,29,21,31,30,0.6378,0,0.3622,0.72836,0.6635,0,0.3365,0.75425,0.59075,0.1705,0.23825,0.457975,0.543833333,0.1345,0.322,0.364733333,0,0,0,0,0,0,0,17,0.178571429,0.068965517,0.19047619,0.193548387,0,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,v,0.178571429,0.068965517,0.19047619,0.193548387,0,0,0,0,0,0,authority.virtue
stable,2,1,0,8,1,159,44,21,35,33,26,0.408,0.234,0.3575,0.24895,0.138,0.363,0.5,-0.5574,0,0,0,0,0.35875,0.0985,0.54275,0.2611375,0.375,0,0.625,0.5859,0,0,0,12,0.045454545,0.047619048,0,0.242424242,0.038461538,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,a,0.045454545,0.047619048,0,0.242424242,0.038461538,0,0,0,0,0,authority.virtue
advanced,2,4,5,3,1,152,32,40,27,30,24,0.283,0.25,0.467,-0.00305,0.361,0,0.639,0.483275,0.3038,0.142,0.5542,0.13056,0.366333333,0.061333333,0.572333333,0.207333333,0.136,0.184,0.68,-0.1779,0,0,0,15,0.0625,0.1,0.185185185,0.1,0.041666667,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,v,0.0625,0.1,0.185185185,0.1,0.041666667,0,0,0,0,0,loyalty.virtue
strengthening,6,0,3,3,5,97,23,17,24,17,16,0.439166667,0.0755,0.485333333,0.539716667,0,0,0,0,0.469333333,0,0.530666667,0.7034,0.708,0,0.292,0.7084,0.4658,0.0536,0.4806,0.5711,0,0,0,17,0.260869565,0,0.125,0.176470588,0.3125,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,v,0.260869565,0,0.125,0.176470588,0.3125,0,0,0,0,0,sanctity.virtue
pride,1,3,6,5,3,196,23,37,33,51,52,0.756,0,0.244,0.7351,0.281,0.313333333,0.405,-0.132133333,0.466833333,0.149,0.384166667,0.26735,0.464,0.1092,0.4266,0.3045,0.417,0.325333333,0.257666667,0.012866667,0,0,0,18,0.043478261,0.081081081,0.181818182,0.098039216,0.057692308,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",0.34,n,0.043478261,0.081081081,0.181818182,0.098039216,0.057692308,0,0,0,0,0,loyalty.virtue
fired,10,7,5,13,3,293,57,64,65,58,49,0,0.592,0.408,-0.67247,0.080571429,0.531571429,0.387714286,-0.605085714,0.048,0.4448,0.5072,-0.59142,0.061384615,0.513153846,0.425307692,-0.643869231,0,0.587666667,0.412333333,-0.67,0,0,0,38,0.175438596,0.109375,0.076923077,0.224137931,0.06122449,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",-0.5574,v,0,0,0,0,0,0.175438596,0.109375,0.076923077,0.224137931,0.06122449,authority.vice
arrests,3,7,2,8,4,158,27,33,22,43,33,0.112666667,0.575666667,0.312,-0.633533333,0.072857143,0.424285714,0.502714286,-0.468685714,0,0.5605,0.4395,-0.49135,0.08975,0.501125,0.40925,-0.5711875,0.205,0.5425,0.2525,-0.332975,0,0,0,24,0.111111111,0.212121212,0.090909091,0.186046512,0.121212121,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",-0.4404,n,0,0,0,0,0,0.111111111,0.212121212,0.090909091,0.186046512,0.121212121,fairness.vice
negative,11,13,9,15,8,354,70,62,65,86,71,0.088818182,0.437909091,0.473181818,-0.474518182,0.089923077,0.452615385,0.457538462,-0.477261538,0.091222222,0.468444444,0.440555556,-0.4735,0.0812,0.425066667,0.4938,-0.5482,0.040125,0.573375,0.386375,-0.6004375,0,0,0,56,0.157142857,0.209677419,0.138461538,0.174418605,0.112676056,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",-0.5719,a,0,0,0,0,0,0.157142857,0.209677419,0.138461538,0.174418605,0.112676056,fairness.vice
lawsuits,2,12,3,5,3,199,42,50,44,42,23,0.1205,0.287,0.5925,-0.084,0.168416667,0.413166667,0.418416667,-0.202308333,0,0.533333333,0.466666667,-0.4643,0,0.431,0.569,-0.53668,0.262666667,0.266,0.471333333,0.1463,0,0,0,25,0.047619048,0.24,0.068181818,0.119047619,0.130434783,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1531}",-0.1531,n,0,0,0,0,0,0.047619048,0.24,0.068181818,0.119047619,0.130434783,fairness.vice
rich,6,8,12,4,10,231,42,43,48,53,45,0.432,0.109,0.459,0.515833333,0.503,0.07825,0.418875,0.6676625,0.476333333,0.071083333,0.452583333,0.577333333,0.59275,0.05725,0.35,0.693225,0.528,0.0386,0.4334,0.6634,0,0,0,40,0.142857143,0.186046512,0.25,0.075471698,0.222222222,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",0.5574,a,0.142857143,0.186046512,0.25,0.075471698,0.222222222,0,0,0,0,0,loyalty.virtue
respected,1,0,3,3,5,85,18,18,13,18,18,0.392,0,0.608,0.6997,0,0,0,0,0.420666667,0.207666667,0.371666667,0.399833333,0.519,0.050333333,0.430666667,0.557833333,0.4896,0.1322,0.3782,0.5298,0,0,0,12,0.055555556,0,0.230769231,0.166666667,0.277777778,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,v,0.055555556,0,0.230769231,0.166666667,0.277777778,0,0,0,0,0,sanctity.virtue
uncertainty,6,4,7,4,1,244,51,46,46,54,47,0.097333333,0.4085,0.494166667,-0.222766667,0.16625,0.3965,0.437,-0.2797,0.099571429,0.375857143,0.524571429,-0.336342857,0,0.5545,0.4455,-0.663625,0,0.74,0.26,-0.6908,0,0,0,22,0.117647059,0.086956522,0.152173913,0.074074074,0.021276596,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,n,0,0,0,0,0,0.117647059,0.086956522,0.152173913,0.074074074,0.021276596,loyalty.vice
wealthy,8,16,10,2,4,206,42,47,48,42,27,0.360625,0.150875,0.4885,0.2409875,0.4295,0.1470625,0.4235,0.4136375,0.4334,0.0837,0.4829,0.44833,0.3665,0,0.6335,0.49905,0.23025,0.2695,0.50025,-0.15645,0,0,0,40,0.19047619,0.340425532,0.208333333,0.047619048,0.148148148,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,a,0.19047619,0.340425532,0.208333333,0.047619048,0.148148148,0,0,0,0,0,fairness.virtue
grant,11,13,5,7,5,262,57,46,61,58,40,0.460818182,0.054272727,0.484818182,0.439218182,0.407538462,0.108692308,0.483692308,0.308869231,0.357,0.222,0.421,0.17796,0.395428571,0.078571429,0.526,0.350971429,0.52,0.074,0.406,0.4928,0,0,0,41,0.192982456,0.282608696,0.081967213,0.120689655,0.125,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,n,0.192982456,0.282608696,0.081967213,0.120689655,0.125,0,0,0,0,0,fairness.virtue
celebrating,1,5,1,4,4,81,13,25,16,16,11,0.602,0,0.398,0.9022,0.4256,0.113,0.4616,0.5133,0.743,0,0.257,0.6997,0.47325,0.122,0.40475,0.464775,0.4905,0,0.5095,0.7342,0,0,0,15,0.076923077,0.2,0.0625,0.25,0.363636364,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,v,0.076923077,0.2,0.0625,0.25,0.363636364,0,0,0,0,0,sanctity.virtue
fighting,57,36,39,46,24,1476,313,314,286,292,271,0.090719298,0.475491228,0.433807018,-0.455991228,0.095722222,0.486777778,0.417527778,-0.451744444,0.074487179,0.489128205,0.436410256,-0.424105128,0.037195652,0.584478261,0.378326087,-0.554432609,0.135291667,0.446958333,0.417833333,-0.379483333,0,0,0,202,0.182108626,0.114649682,0.136363636,0.157534247,0.088560886,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",-0.3612,v,0,0,0,0,0,0.182108626,0.114649682,0.136363636,0.157534247,0.088560886,care.vice
love,41,14,35,13,24,899,184,186,203,161,165,0.595170732,0.097658537,0.307195122,0.587558537,0.484928571,0.1135,0.401642857,0.528278571,0.563885714,0.089771429,0.346285714,0.610868571,0.534153846,0.046615385,0.419230769,0.656584615,0.635791667,0.098208333,0.265916667,0.577225,0,0,0,127,0.222826087,0.075268817,0.172413793,0.080745342,0.145454545,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,n,0.222826087,0.075268817,0.172413793,0.080745342,0.145454545,0,0,0,0,0,care.virtue
blind,6,3,4,3,5,160,37,21,33,31,38,0.224166667,0.419833333,0.356166667,-0.228783333,0.137333333,0.421666667,0.441,-0.2585,0.2455,0.3075,0.44725,0.125925,0.232333333,0.365666667,0.402,-0.157366667,0.2262,0.408,0.3656,-0.05258,0,0,0,21,0.162162162,0.142857143,0.121212121,0.096774194,0.131578947,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,a,0,0,0,0,0,0.162162162,0.142857143,0.121212121,0.096774194,0.131578947,care.vice
violated,12,18,7,17,12,239,42,52,48,53,44,0,0.552833333,0.447166667,-0.6676,0.135277778,0.426111111,0.438666667,-0.353033333,0.157714286,0.460142857,0.382,-0.389657143,0.116529412,0.439470588,0.444,-0.402329412,0.181333333,0.44125,0.377333333,-0.260691667,0,0,0,66,0.285714286,0.346153846,0.145833333,0.320754717,0.272727273,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",-0.5267,v,0,0,0,0,0,0.285714286,0.346153846,0.145833333,0.320754717,0.272727273,fairness.vice
anger,10,4,6,10,6,306,59,65,66,58,58,0.1759,0.5243,0.2999,-0.50863,0.035,0.62375,0.34125,-0.8222,0.193333333,0.470166667,0.3365,-0.4499,0.1424,0.5553,0.3023,-0.56749,0.074333333,0.5235,0.402166667,-0.5473,0,0,0,36,0.169491525,0.061538462,0.090909091,0.172413793,0.103448276,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",-0.5719,n,0,0,0,0,0,0.169491525,0.061538462,0.090909091,0.172413793,0.103448276,authority.vice
protested,0,0,6,9,1,117,26,24,32,18,17,0,0,0,0,0,0,0,0,0,0.338,0.662,-0.128,0,0.310333333,0.689666667,-0.248811111,0,0.55,0.45,-0.6249,0,0,0,16,0,0,0.1875,0.5,0.058823529,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.128}",-0.128,v,0,0,0,0,0,0,0,0.1875,0.5,0.058823529,authority.vice
bloody,5,0,0,5,5,108,22,17,28,21,20,0,0.6896,0.3104,-0.72944,0,0,0,0,0,0,0,0,0.0874,0.572,0.3404,-0.55588,0.079,0.4482,0.4726,-0.54516,0,0,0,15,0.227272727,0,0,0.238095238,0.25,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",-0.4404,a,0,0,0,0,0,0.227272727,0,0,0.238095238,0.25,sanctity.vice
forced,38,36,21,33,25,694,130,153,130,147,134,0.060526316,0.486263158,0.453184211,-0.539021053,0.04125,0.433166667,0.525583333,-0.487141667,0.042809524,0.469190476,0.488,-0.533952381,0.063424242,0.472939394,0.463666667,-0.516206061,0.04052,0.45756,0.50192,-0.528468,0,0,0,153,0.292307692,0.235294118,0.161538462,0.224489796,0.186567164,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",-0.4588,v,0,0,0,0,0,0.292307692,0.235294118,0.161538462,0.224489796,0.186567164,care.vice
promoting,7,4,3,3,7,201,36,32,46,44,43,0.469571429,0.024571429,0.506,0.645657143,0.324,0.17125,0.50475,0.218475,0.255333333,0.163666667,0.581,0.085433333,0.477333333,0,0.522666667,0.560733333,0.438142857,0.157857143,0.404,0.272528571,0,0,0,24,0.194444444,0.125,0.065217391,0.068181818,0.162790698,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,v,0.194444444,0.125,0.065217391,0.068181818,0.162790698,0,0,0,0,0,care.virtue
resolved,2,2,2,3,5,126,21,26,30,20,29,0.508,0.332,0.1595,-0.00245,0.447,0,0.553,0.6382,0.239,0.339,0.4215,-0.3351,0.333666667,0.333666667,0.332666667,-0.0608,0.3692,0.1412,0.4896,0.16248,0,0,0,14,0.095238095,0.076923077,0.066666667,0.15,0.172413793,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1779}",0.1779,v,0.095238095,0.076923077,0.066666667,0.15,0.172413793,0,0,0,0,0,sanctity.virtue
threat,35,28,20,35,10,1149,217,245,224,248,215,0.027971429,0.540228571,0.4318,-0.64482,0.081464286,0.512857143,0.405678571,-0.590164286,0.09145,0.5521,0.35645,-0.526455,0.063457143,0.483828571,0.452742857,-0.560394286,0.0561,0.5549,0.3891,-0.58665,0,0,0,128,0.161290323,0.114285714,0.089285714,0.141129032,0.046511628,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",-0.5267,n,0,0,0,0,0,0.161290323,0.114285714,0.089285714,0.141129032,0.046511628,care.vice
struck,12,6,7,7,7,347,79,79,71,62,56,0.0165,0.5305,0.452916667,-0.511291667,0.163166667,0.4685,0.368166667,-0.326433333,0.02,0.356285714,0.623714286,-0.414171429,0,0.603714286,0.396285714,-0.463614286,0.069571429,0.383571429,0.546714286,-0.331871429,0,0,0,39,0.151898734,0.075949367,0.098591549,0.112903226,0.125,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",-0.25,v,0,0,0,0,0,0.151898734,0.075949367,0.098591549,0.112903226,0.125,care.vice
improving,7,3,3,1,4,145,35,34,27,22,27,0.483142857,0.019714286,0.497142857,0.604128571,0.387333333,0.091666667,0.521,0.411433333,0.539,0,0.461,0.685333333,0.412,0,0.588,0.4215,0.30275,0.111,0.586,0.37805,0,0,0,18,0.2,0.088235294,0.111111111,0.045454545,0.148148148,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,v,0.2,0.088235294,0.111111111,0.045454545,0.148148148,0,0,0,0,0,care.virtue
broken,8,13,10,7,5,277,59,64,54,56,45,0.049125,0.545375,0.4055,-0.6789125,0.110923077,0.394384615,0.494769231,-0.371846154,0.1526,0.306,0.5416,-0.32247,0.078,0.379142857,0.542857143,-0.492257143,0.0724,0.3602,0.5674,-0.45926,0,0,0,43,0.13559322,0.203125,0.185185185,0.125,0.111111111,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,v,0,0,0,0,0,0.13559322,0.203125,0.185185185,0.125,0.111111111,fairness.vice
bitter,3,1,6,5,1,149,25,15,43,36,31,0.188666667,0.459,0.352333333,-0.227633333,0.16,0.44,0.4,-0.5994,0.069833333,0.488333333,0.441666667,-0.409716667,0.0482,0.5148,0.437,-0.62618,0,0.697,0.303,-0.5574,0,0,0,16,0.12,0.066666667,0.139534884,0.138888889,0.032258065,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,a,0,0,0,0,0,0.12,0.066666667,0.139534884,0.138888889,0.032258065,loyalty.vice
weapon,14,6,5,10,1,241,42,43,57,53,46,0.030714286,0.506571429,0.462714286,-0.600135714,0.132166667,0.317333333,0.550333333,-0.23415,0.0904,0.409,0.5006,-0.3883,0,0.469,0.531,-0.47112,0,0.925,0.075,-0.9081,0,0,0,36,0.333333333,0.139534884,0.087719298,0.188679245,0.02173913,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,n,0,0,0,0,0,0.333333333,0.139534884,0.087719298,0.188679245,0.02173913,care.vice
